"","Date","Absents","Paramset","Infections_or_Exposed_per_day_Patient","Infections_or_Exposed_per_day_HCW","total_infections","nosocomial_proportion","PCR_pooled","LFD_pooled","HCW_symp_test","patient_symp_test","new_hcw_infs","cumulative_hcw_infs","new_pat_infs","cumulative_pats_infs","new_nosocomial_hcw_infs","new_nosocomial_pat_infs"
"1","2020-03-12",1,1,47,87,7605,0.650230111768573,0,0,699,669,46,87,17,26,2,17
"2","2020-03-13",6,1,74,134,7605,0.650230111768573,0,0,699,669,47,134,24,50,7,24
"3","2020-03-14",10,1,83,188,7605,0.650230111768573,0,0,699,669,54,188,17,67,17,17
"4","2020-03-15",20,1,98,248,7605,0.650230111768573,0,0,699,669,60,248,24,91,18,24
"5","2020-03-16",31,1,102,320,7605,0.650230111768573,0,0,699,669,72,320,25,116,29,25
"6","2020-03-17",42,1,104,412,7605,0.650230111768573,0,0,699,669,95,415,18,134,48,18
"7","2020-03-18",59,1,119,513,7605,0.650230111768573,0,0,699,669,105,520,27,161,68,27
"8","2020-03-19",74,1,121,638,7605,0.650230111768573,0,0,699,669,137,657,29,190,80,29
"9","2020-03-20",97,1,113,746,7605,0.650230111768573,0,0,699,669,121,778,18,208,70,18
"10","2020-03-21",123,1,119,884,7605,0.650230111768573,0,0,699,669,160,938,17,225,125,17
"11","2020-03-22",148,1,125,981,7605,0.650230111768573,0,0,699,669,126,1064,20,245,90,20
"12","2020-03-23",172,1,145,1090,7605,0.650230111768573,0,0,699,669,146,1210,35,280,116,35
"13","2020-03-24",206,1,140,1224,7605,0.650230111768573,0,0,699,669,187,1397,27,307,153,27
"14","2020-03-25",235,1,141,1321,7605,0.650230111768573,0,0,699,669,163,1560,32,339,131,32
"15","2020-03-26",261,1,146,1417,7605,0.650230111768573,0,0,699,669,175,1735,25,364,145,25
"16","2020-03-27",293,1,134,1536,7605,0.650230111768573,0,0,699,669,201,1936,20,384,168,20
"17","2020-03-28",334,1,139,1649,7605,0.650230111768573,0,0,699,669,192,2128,27,411,155,27
"18","2020-03-29",364,1,176,1821,7605,0.650230111768573,0,0,699,669,254,2382,48,459,214,48
"19","2020-03-30",411,1,181,1937,7605,0.650230111768573,0,0,699,669,230,2612,35,494,183,35
"20","2020-03-31",440,1,165,2040,7605,0.650230111768573,0,0,699,669,237,2849,25,519,189,25
"21","2020-04-01",476,1,156,2147,7605,0.650230111768573,0,0,699,669,232,3081,19,538,186,19
"22","2020-04-02",492,1,164,2224,7605,0.650230111768573,0,0,699,669,225,3306,35,573,189,35
"23","2020-04-03",518,1,169,2285,7605,0.650230111768573,0,0,699,669,220,3526,35,608,187,35
"24","2020-04-04",540,1,178,2363,7605,0.650230111768573,0,0,699,669,247,3773,41,649,206,41
"25","2020-04-05",568,1,208,2382,7605,0.650230111768573,0,0,699,669,199,3972,48,697,168,48
"26","2020-04-06",599,1,205,2430,7605,0.650230111768573,0,0,699,669,229,4201,33,730,194,33
"27","2020-04-07",606,1,182,2415,7605,0.650230111768573,0,0,699,669,189,4390,21,751,158,21
"28","2020-04-08",621,1,149,2362,7605,0.650230111768573,0,0,699,669,156,4546,12,763,127,12
"29","2020-04-09",654,1,129,2332,7605,0.650230111768573,0,0,699,669,175,4721,12,775,150,12
"30","2020-04-10",690,1,130,2285,7605,0.650230111768573,0,0,699,669,149,4870,14,789,112,14
"31","2020-04-11",677,1,112,2215,7605,0.650230111768573,0,0,699,669,132,5002,21,810,111,21
"32","2020-04-12",666,1,135,2105,7605,0.650230111768573,0,0,699,669,119,5121,31,841,95,31
"33","2020-04-13",629,1,160,2003,7605,0.650230111768573,0,0,699,669,126,5247,43,884,91,43
"34","2020-04-14",613,1,158,1901,7605,0.650230111768573,0,0,699,669,90,5337,26,910,70,26
"35","2020-04-15",602,1,146,1769,7605,0.650230111768573,0,0,699,669,94,5431,16,926,69,16
"36","2020-04-16",586,1,127,1648,7605,0.650230111768573,0,0,699,669,82,5513,14,940,63,14
"37","2020-04-17",522,1,113,1522,7605,0.650230111768573,0,0,699,669,77,5590,10,950,55,10
"38","2020-04-18",505,1,121,1400,7605,0.650230111768573,0,0,699,669,65,5655,20,970,45,20
"39","2020-04-19",481,1,153,1278,7605,0.650230111768573,0,0,699,669,66,5721,40,1010,47,40
"40","2020-04-20",447,1,184,1187,7605,0.650230111768573,0,0,699,669,53,5774,51,1061,37,51
"41","2020-04-21",432,1,202,1109,7605,0.650230111768573,0,0,699,669,73,5847,40,1101,45,40
"42","2020-04-22",384,1,190,1022,7605,0.650230111768573,0,0,699,669,48,5895,33,1134,31,33
"43","2020-04-23",360,1,185,927,7605,0.650230111768573,0,0,699,669,51,5946,24,1158,29,24
"44","2020-04-24",338,1,164,863,7605,0.650230111768573,0,0,699,669,44,5990,23,1181,26,23
